"License No.","Business Name",DBA,"License Type",City,County,Expiration
DAAA-FJNW-CZR5,"CARTER MOUNTAIN DISPENSARY LLC","CARTER MOUNTAIN DISPENSARY LLC",Dispensary,"BROKEN BOW",McCurtain,2023-09-12
DAAA-8MVY-6YFA,"Zepdro Dispensary OKC, LLC","Zepdro Dispensary OKC",Dispensary,Stillwater,Oklahoma,2023-09-13
DAAA-N1JM-2WP4,"The Pharmhouse Cannabis Company LLC","Pharmer's Market on Lindsey",Dispensary,NORMAN,Cleveland,2024-11-15
DAAA-VKT0-NZVW,"American Cannabis Company - 8, LLC","American Cannabis Company, LLC",Dispensary,NEWCASTLE,McClain,2024-03-20
DAAA-R2J9-CI79,"Osage Dispensary LLC","Osage Dispensary LLC",Dispensary,FAIRFAX,Osage,2023-10-04
DAAA-VKMG-OCDW,"Native Therapeutics Ltd., Co.","Big Chief Collective Duncan",Dispensary,DUNCAN,Stephens,2024-03-24
DAAA-4KEA-G8SD,"Uptown Wellness Corporation","Uptown Wellness",Dispensary,TULSA,Tulsa,2023-09-27
DAAA-UO0K-ADI3,"Ruminer's Remedies, LLC","Ruminer's Remedies, LLC",Dispensary,VIAN,Sequoyah,2023-12-12
DAAA-AWNX-LA6W,"O-KEY EMPORIUM LLC","O-KEY EMPORIUM",Dispensary,LAWTON,Comanche,2023-07-07
DAAA-EYJQ-PQ9V,"Natural Remedies MMJ LLC","Natural Remedies MMJ LLC",Dispensary,ENID,Garfield,2024-02-15
DAAA-X19R-M1ZB,"Dank Vault, LLC","Dank Vault, LLC",Dispensary,Terlton,Pawnee,2023-11-13
DAAA-NJXE-XOV8,"NKO Retail #3, LLC","Nature's Kiss #3",Dispensary,"Oklahoma City",Oklahoma,2023-08-08
DAAA-2VOL-NF9I,"Leaf Kings Dispensary, LLC","Leaf Kings Dispensary, LLC",Dispensary,"PONCA CITY",Kay,2023-11-08
DAAA-YOQF-BEJ1,"Snow Grown Dispensary LLC","Snow Grown Dispensary LLC",Dispensary,"ELMORE CITY",Garvin,2023-02-01
DAAA-WSXH-Z1JW,"Horseshoe Bend Adventures, LLC","Johnny's Dispensary",Dispensary,OKMULGEE,Okmulgee,2024-03-17
DAAA-DRCK-WQLR,"Shirley Jeans House of Dank LLC","Shirley Jeans House Of Dank LLC",Dispensary,WOODWARD,Woodward,2023-09-27
DAAA-JS6N-A7YJ,"MAGNOLIA CITY APOTHECARY, LLC","MAGNOLIA CITY APOTHECARY, LLC",Dispensary,DURANT,Bryan,2024-06-14
DAAA-UXFO-CUK9,"Pinky'z LLC","Pinky'z LLC",Dispensary,HUGO,Choctaw,2024-01-12
DAAA-WJFT-FJP6,"Funky Dunky Dispensary, LLC","Funky Dunky Dispensary, LLC",Dispensary,TECUMSEH,Pottawatomie,2023-08-22
DAAA-VKAB-ULYZ,"Robert Barker and Mary Barker","Mary J's",Dispensary,GANS,Sequoyah,2023-11-01
DAAA-LZZ8-U03I,"OKLAHOMA CARTEL GROUP LLC","THE OKLAHOMA CARTEL GROUP",Dispensary,TAHLEQUAH,Cherokee,2023-08-24
DAAA-NKNO-5MIN,"Grand's Golden Canna, LLC","Grand's Golden Canna, LLC",Dispensary,GROVE,Delaware,2024-03-24
DAAA-BG4I-JT3H,"MGOJ, LLC","Mr. Green",Dispensary,"THE VILLAGE",Oklahoma,2023-10-13
DAAA-N1YB-NMCH,"64 Dispensary, LLC","64 Dispensary, LLC",Dispensary,LAWTON,Comanche,2024-02-02
DAAA-8A9O-J5OG,"Henderson's Sea of Green Dispensary, LLC","Henderson’s Sea of Green Dispensary, LLC",Dispensary,DURANT,Bryan,2023-09-15
DAAA-XUTE-IRAS,"The Purple Dragon Dispensary, LLC","The Purple Dragon Dispensary, LLC",Dispensary,LAWTON,Comanche,2023-12-11
DAAA-0QAZ-HJ1K,"Arrowhead Apothecary Dispensary LLC","Arrowhead Apothecary Dispensary",Dispensary,Muskogee,Muskogee,2023-11-09
DAAA-DIAP-MRCH,"Cannabis Jack's Inc","Cannabis Jack's Inc",Dispensary,TULSA,Tulsa,2023-11-13
DAAA-UCCS-CFQU,"ALTRD VIZION CANNABIS COMPANY","ALTRD VIZION CANNABIS COMPANY",Dispensary,LAWTON,Comanche,2023-12-07
DAAA-NK67-PT7I,"Green Bee Meds, LLC","Green Bee Meds",Dispensary,"Midwest City",Oklahoma,2023-12-13
DAAA-Q6YE-7Y4O,"KFK PENN LLC","K FOR KUSH PENNSYLVANIA",Dispensary,"Oklahoma City",Oklahoma,2024-05-02
DAAA-DUWN-9QJ1,"Nice D Corporation","Nice Dreams Cannabis Dispensary",Dispensary,"FORT COBB",Caddo,2023-11-27
DAAA-RSLG-QMCM,"The Bud Buffet LLC","The Bud Buffet LLC",Dispensary,"BROKEN BOW",McCurtain,2023-10-27
DAAA-4KRI-DEPM,"D9 Cannabis, LLC","D9 Cannabis, LLC",Dispensary,Spavinaw,Mayes,2023-12-25
DAAA-VJDE-HJBH,"Alternacare Medical Cannabis LLC","Alternacare Medical Cannabis LLC",Dispensary,Vinita,Craig,2024-04-19
DAAA-EKPR-LXJU,"Stroud Dispensary, LLC","Stroud Dispensary, LLC",Dispensary,STROUD,Lincoln,2024-02-22
DAAA-ED8R-Z8BL,"WAN-WAN ENTERPRISE LLC","WAN-WAN ENTERPRISE LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-07-06
DAAA-MO19-QZ4A,"KOLI CANNABIS LTD","KOLI CANNABIS-CATOOSA",Dispensary,CATOOSA,Rogers,2023-12-20
DAAA-HRD4-WHRM,"Therapeutic Healing Centers LLC","Therapeutic Healing Centers LLC",Dispensary,MANITOU,Tillman,2024-02-22
DAAA-DZ53-0MKA,"D-LUXE Dispensary Brookside, LLC","D-LUXE Dispensary Brookside, LLC",Dispensary,TULSA,Tulsa,2023-07-05
DAAA-N1U6-YYGM,"Doobie J's Dispensary LLC","Doobie J's Dispensary LLC",Dispensary,NOBLE,Cleveland,2023-04-10
DAAA-4KOW-5SSP,"The Green Lily LLC","The Green Lily",Dispensary,YUKON,Canadian,2023-10-30
DAAA-HMQJ-4AJE,"Beneficial Buds, LLC","Beneficial Buds",Dispensary,Hobart,Kiowa,2024-05-23
DAAA-MX7A-7XQ5,"Bao Loc Enterprises LLC","Jade Dispensary",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-02
DAAA-VYD5-7RKD,"TKR Enterprise LLC","Harvest Health Dispensary",Dispensary,TULSA,Tulsa,2023-11-09
DAAA-6PST-G6ZU,"Humboldt Cannabis OK, LLC","Humboldt Cannabis OK, LLC",Dispensary,DEWEY,Washington,2024-02-01
DAAA-EK0S-HSQF,"Think Green Dispensary LLC","Think Green Dispensary LLC",Dispensary,ENID,Garfield,2024-03-27
DAAA-EJSC-X3QH,"Native Medicine Ltd. Co.","Native Medicine Ltd. Co.",Dispensary,NOWATA,Nowata,2023-10-03
DAAA-J54B-PR0Q,"Ol Boys Place, LLC","Kannabiz Monkeez",Dispensary,Tupelo,Coal,2024-05-08
DAAA-2YD5-FHNE,"MTMB Medical LLC","Cheers Cannabis",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-02-28
DAAA-4KM3-QFRD,"Heatseekers LLC","Heatseekers LLC",Dispensary,Enid,Garfield,2023-10-27
DAAA-41YC-QCW0,"THE GREEN LIGHT LLC","THE GREEN LIGHT LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-12
DAAA-BPES-EW3S,"Dr. Dave Inc.","Next Elevation 2",Dispensary,NORMAN,Cleveland,2023-10-23
DAAA-VJCQ-97I8,"PPK Investment Group Inc","Country Cannabis",Dispensary,WILBURTON,Latimer,2023-11-08
DAAA-8FNR-BBXK,"Woodzeez RT 66 Weed LLC","Woodzeez RT 66 Weed LLC",Dispensary,CLAREMORE,Rogers,2024-07-05
DAAA-41FC-AHJY,"BILLY BOYS 2 LLC","BILLY BOY'S DISPENSARY",Dispensary,Lindsay,Garvin,2024-03-03
DAAA-OBYX-RBWF,"GREEN HEART MEDS LLC","GREEN HEART MEDS LLC",Dispensary,BARNSDALL,Osage,2024-05-09
DAAA-VKTA-MMKT,"Brothers Investment Group LLC","Prestige Cannabis Company",Dispensary,"Del City",Oklahoma,2023-09-12
DAAA-NKZN-5FMC,"405 Smoke LLC","405 Smoke LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-01
DAAA-Y6J0-ATS9,"THE PASEO CANNABIS COLLECTIVE LLC","THE PASEO CANNABIS COLLECTIVE LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-12
DAAA-EYOI-KHP2,"Main Street Meds, Inc","Main Street Meds",Dispensary,JENKS,Tulsa,2023-10-13
DAAA-88LF-MIY2,"Hemp Station Dispensary LLC","Hemp Station Dispensary",Dispensary,Tonkawa,Kay,2023-10-05
DAAA-V3AA-IAP1,"American Cannabis Company - 11 LLC","American Cannabis Company LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-04
DAAA-4JXM-ALDX,"Robin R. Mills","Stress Releaf Cannabis Co.",Dispensary,OKEMAH,Okfuskee,2023-08-22
DAAA-41B2-5XIU,"Cannatopia LLC","Cannatopia, LLC",Dispensary,Langley,Mayes,2024-04-26
DAAA-VY9D-EVNQ,"Corporation Asset Network Association, LLC","Minerva Canna of Oklahoma",Dispensary,Tahlequah,Cherokee,2024-05-23
DAAA-4JQP-19SB,"Emerald Cross, LLC","Native Grass Dispensary",Dispensary,MUSKOGEE,Muskogee,2024-03-08
DAAA-TA9R-UEDS,"FREEDOM CANNABIS DISPENSARY - SULPHUR LLC","Freedom Cannabis Dispensary",Dispensary,SULPHUR,Murray,2023-10-13
DAAA-VJMB-DH0D,"Happy Hemp LLC","Happy Hemp",Dispensary,DURANT,Bryan,2024-05-19
DAAA-EK1D-GHW4,"The Kandy Kitchen","The Kandy Kitchen",Dispensary,JONES,Oklahoma,2023-02-14
DAAA-NKVO-LOED,"Keystone Alternative Medicine, LLP","Keystone Alternative Medicine, LLP",Dispensary,MANNFORD,Creek,2022-10-26
DAAA-0CY5-0OYO,"Gas Stop 420 LLC","Gas Stop 420 LLC",Dispensary,TULSA,Tulsa,2024-01-11
DAAA-NYOP-FYZV,"Honey Creek Cannabis, LLC","Honey Creek Cannabis, LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-01
DAAA-VKXC-WETB,"Aromatics LLC",AROMATICS,Dispensary,TULSA,Tulsa,2024-02-15
DAAA-GIER-FNJ4,"The Kush Monkey LLC","Packs. Dispensary",Dispensary,Calera,Bryan,2023-07-07
DAAA-VKFB-V5MU,"Green Bee Meds, LLC","Green Bee Meds",Dispensary,STILLWATER,Payne,2023-12-13
DAAA-4YVI-QMCU,"King K Collectives, LLC","king K collectives",Dispensary,TULSA,Oklahoma,2023-12-06
DAAA-V1RL-RNMB,"Painted Horse Remedies L.L.C.","Painted Horse Remedies L.L.C.",Dispensary,HAMMON,Custer,2024-02-01
DAAA-E1IB-HSLA,"Green Lit Farmacy LLC","Green Lit Farmacy LLC",Dispensary,POTEAU,"Le Flore",2023-09-26
DAAA-U0CI-MJZO,"How High MMJ Dispensary LLC","How High MJ Dispensary",Dispensary,TULSA,Tulsa,2023-12-14
DAAA-NJKT-WPTS,"Medical Farm-A-Seed, LLC","Medical Farm-A-Seed, LLC",Dispensary,LAWTON,Comanche,2024-04-25
DAAA-NSBX-JF6S,"Cream Cannabis Co LLC","Cream Cannabis Co LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-14
DAAA-EK3Q-BSA6,"HIRB Limited Liability Company","Root 66 Dispensary",Dispensary,"El Reno",Canadian,2024-04-18
DAAA-E1XH-8OMM,"Budo Bud Dispensary LLC","Budo Bud Dispensary LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-07-06
DAAA-MXQI-ND3Z,"SIMPLY GROW PHARMS LLC","Simply Grow Pharms LLC #3",Dispensary,DAVIS,Murray,2023-12-25
DAAA-AHKV-TWQB,"VLSDCS4 LLC","Fred's Farmacopia LLC",Dispensary,"MIDWEST CITY",Oklahoma,2024-02-01
DAAA-VJ7M-INSL,"Eden Rose LLC","Eden Rose Dispensary",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-31
DAAA-NJ6Y-TNWQ,"774 WONDERLAND LLC","OKIE WONDERLAND CLAREMORE",Dispensary,CLAREMORE,Rogers,2024-05-09
DAAA-VJYO-54OZ,"66 Dispensary LLC","66 Dispensary LLC",Dispensary,CHANDLER,Lincoln,2023-08-07
DAAA-VJLO-J79R,"LC Holding Company, LLC","Canopy ReLeaf Dispensary",Dispensary,SAYRE,Beckham,2023-11-15
DAAA-KXKX-BDPT,"NICE LEAF LLC","ZIGGYZ PLUS",Dispensary,YUKON,Canadian,2023-11-27
DAAA-NKKD-AYSZ,"Poole Farms ll, LLC","Poole Farms ll, LLC",Dispensary,JAY,Delaware,2023-08-09
DAAA-YSZS-AON2,"SANNNY'S CANNABIS LTD","SANNNY'S CANNABIS",Dispensary,TULSA,Tulsa,2023-10-24
DAAA-VYWI-TWLE,"ADK MANAGEMENT INC","True Herbs Cannabis",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-25
DAAA-0RWI-6K4P,"The Lettuce Bar, LLC","The Lettuce Bar",Dispensary,CHOCTAW,Oklahoma,2023-08-21
DAAA-VYDN-RY7H,"Sunshine Power LLC","The Joint Cannabis Club",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-24
DAAA-EJI0-2EWD,"Buds LLC","Buds LLC",Dispensary,LAWTON,Comanche,2024-01-13
DAAA-6K7N-JKKH,"The Goat Pharmacy LLC","The Goat Pharmacy LLC",Dispensary,ELDORADO,Jackson,2023-09-26
DAAA-41GC-8W1Z,"KOLI CANNABIS LTD","KOLI CANNABIS RX",Dispensary,CLAREMORE,Rogers,2024-04-06
DAAA-VJRV-CUIL,"House of Cannabis OK, INC","House of Cannabis OK, INC",Dispensary,"BROKEN ARROW",Tulsa,2023-12-04
DAAA-SHUX-UJWL,"Mary Jane Gardens, LLC","Mary Jane Gardens",Dispensary,MANNFORD,Creek,2024-09-15
DAAA-VKBL-RNSX,"Green-Go Cannabis Club, LLC","Green Go Cannabis Club, LLC",Dispensary,PERRY,Noble,2023-12-11
DAAA-EJOM-K3EH,"BUD BARN LLC","BUD BARN",Dispensary,MARLOW,Stephens,2023-05-05
DAAA-4JSX-MTQN,"Altcare 10 LLC","Fire Leaf 10",Dispensary,"THE VILLAGE",Oklahoma,2023-08-04
DAAA-411O-LZFY,"Ten Hippies LLC","Ten Hippies Dispensary",Dispensary,"PAULS VALLEY",Garvin,2023-12-12
DAAA-V1JI-JANA,"Bud Brothers Coughy Shop LLC","Bud Brothers Coughy Shop, LLC",Dispensary,BARTLESVILLE,Washington,2023-10-05
DAAA-4WRG-44QV,"Dancing Budz LLC","DB Dispo",Dispensary,PRYOR,Mayes,2024-10-16
DAAA-EJD3-JPKQ,"Rosemary Farms LLC","Rosebuds Dispensary",Dispensary,NOWATA,Nowata,2023-08-07
DAAA-PJMP-XGLX,"Karmaceuticals LLC","Karmaceuticals LLC",Dispensary,BLANCHARD,McClain,2024-06-29
DAAA-N1MR-QH4Z,"Brothers Retail 1, LLC","Prestige Cannabis",Dispensary,EDMOND,Oklahoma,2024-04-18
DAAA-V1GW-MCIP,"Rising Altitude, LLC","Craft Cannabis Company",Dispensary,"OKLAHOMA CITY",Cleveland,2023-11-20
DAAA-Y5MO-IQTR,"M. Joy, LLC","M. Joy, LLC",Dispensary,Enid,Garfield,2023-08-09
DAAA-QNMM-5K6M,"Captain Kush Cannabis LLC","Captain Kush Cannabis LLC",Dispensary,"DEL CITY",Oklahoma,2023-12-18
DAAA-ZKEK-KBOL,"Pretty Flower 1818 LLC","LITTLE YEZI",Dispensary,EDMOND,Oklahoma,2023-10-10
DAAA-NKWE-9IBZ,"RE-UP LLC","RE-UP LLC",Dispensary,MUSKOGEE,Tulsa,2023-07-05
DAAA-EJZP-ONQS,"MPCubed, L.L.C.","MPCubed Medical",Dispensary,Stillwater,Payne,2024-03-07
DAAA-NJSX-CTXV,"Cannabis Trade Company LLC.","Cannabis Trade Company LLC",Dispensary,WILSON,Carter,2024-05-19
DAAA-JJXZ-X5R0,"True High Cannabis LLC","True High Cannabis LLC",Dispensary,Hominy,Osage,2023-12-26
DAAA-PEWH-NDGY,"WRIGHT WAY ENTERPISES LLC","TREEHOUSE DISPENSARY 32",Dispensary,MUSKOGEE,Muskogee,2024-01-13
DAAA-NJ3F-ZGXK,"NFUZE LLC","NFuze at Grove",Dispensary,Grove,Delaware,2024-04-27
DAAA-ZAB7-HZF0,"Fire up dispensary llc","Fire Up",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-09-14
DAAA-4YRN-7QGY,"GDTRFB Holdings LLC","Lovelight CC",Dispensary,TULSA,Tulsa,2024-04-11
DAAA-N1A8-1TRU,"Hazy Daisy Inc","Lit Decisionz",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-10
DAAA-WARL-6IA6,"Iconic Smoke, LLC","Iconic Smoke, LLC",Dispensary,Roff,Pontotoc,2023-07-06
DAAA-8HUZ-F2AY,"TSI Limited Liability Company","Atlas Organics",Dispensary,STILLWATER,Payne,2023-12-14
DAAA-MNXY-64N4,"SAVANT CANNABIS LLC","SAVANT CANNABIS",Dispensary,TULSA,Tulsa,2023-10-18
DAAA-NJ6O-VSPK,"Christopher Woodall","31 cannabis",Dispensary,Krebs,Pittsburg,2024-02-27
DAAA-A7R2-5OFP,"AF Enterprises, LLC","Reefer Madness Hybrids",Dispensary,SALLISAW,Sequoyah,2024-05-10
DAAA-N1DH-NTGD,"Emily Jones Enterprises LLC","Mountain Fork Mary Jane",Dispensary,IDABEL,McCurtain,2023-11-14
DAAA-4KDR-CACP,"Dynamo Dispensary, LLC","Dynamo Dispensary, LLC",Dispensary,"Oklahoma City",Oklahoma,2024-03-24
DAAA-4J22-ZRDX,"Eufloria Gypsy LLC","Eufloria Gypsy LLC",Dispensary,Tulsa,Tulsa,2023-11-01
DAAA-KKUI-OYGQ,"Spark cannabis Co.","Spark cannabis Co.",Dispensary,ANADARKO,Caddo,2024-02-01
DAAA-PZC6-QPFK,"Starbuds Dispensary Ardmore, LLC","Starbuds Dispensary Ardmore, LLC",Dispensary,ARDMORE,Carter,2023-09-18
DAAA-ZINC-NL8M,"Hi Octane Cannabis Company Roland, LLC","Hi Octane Cannabis Company Roland, LLC",Dispensary,ROLAND,Sequoyah,2023-07-07
DAAA-JCPS-N4PX,"Cannatopia LLC","Cannatopia LLC",Dispensary,Tulsa,Tulsa,2023-11-07
DAAA-VJYZ-MPWC,"Paper Planes LLC","Refined Flower",Dispensary,EUCHA,Delaware,2023-10-31
DAAA-HZDX-PCZZ,"Doobies_Guthrie LLC","Doobies_Guthrie LLC",Dispensary,GUTHRIE,Logan,2023-11-14
DAAA-VKBZ-TNSI,"NUGZ LLC",NUGZ,Dispensary,Purcell,McClain,2023-10-05
DAAA-6ZFW-UUHP,"TYCO, LLP","The Cannabis Cure",Dispensary,ATOKA,Atoka,2023-01-04
DAAA-PYII-8WAB,"ELLISON COMPANY","DOPE EXPRESS",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-02
DAAA-N1J1-JY9V,"918 Buds Medical Marijuana Dispensary, LLC","918 Buds Medical Marijuana Dispensary LLC",Dispensary,TULSA,Tulsa,2024-05-26
DAAA-2UUA-3FBE,"TCOB LLC.","Top Kush Only",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-08-15
DAAA-YCER-5YB8,"Ganja Buds LLC","Ganja Buds LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-02
DAAA-5G6Y-W5MG,"MOTHER NATURE'S PHARMACY LLC","MOTHER NATURE'S PHARMACY LLC",Dispensary,SPIRO,"Le Flore",2022-08-28
DAAA-4KHB-NZTS,"OHG, LLC","OHG, LLC",Dispensary,TULSA,Tulsa,2023-11-13
DAAA-NJVV-8MUN,"Green Mountain Farms Distribution center Inc.","Stickys Buds and More #2",Dispensary,Tahlequah,Cherokee,2024-05-15
DAAA-HWYE-7WLN,"Green medical patients LLC","Greendoctor 420",Dispensary,NORMAN,Cleveland,2023-10-24
DAAA-Q6YB-0P8U,"Flower and Leaf, LLC","Flower and Leaf, LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-20
DAAA-PH64-3TIY,"Harvest 5 Retail, Co.","The Leafy Sol",Dispensary,SHAWNEE,Pottawatomie,2023-08-30
DAAA-EK4Q-RMBD,"Adapt Media Group","Likewise Cannabis - Broadway",Dispensary,EDMOND,Oklahoma,2024-01-13
DAAA-NK4M-BAMD,"Hi Octane Cannabis Company 2, LLC","Hi Octane Cannabis Company 2, LLC",Dispensary,SALLISAW,Sequoyah,2023-08-08
DAAA-4JR6-EGIY,"Integrated Supply Inc.","Wild Horse Dispensary",Dispensary,Mustang,Canadian,2023-08-09
DAAA-V1C8-VJDU,"OZ Distribution and Sales LLC","OZ Dispensary",Dispensary,YUKON,Canadian,2024-02-01
DAAA-EJNQ-IBYL,"Native Harvest LLC","Native Harvest LLC",Dispensary,ADA,Pontotoc,2024-10-03
DAAA-SFR9-JT4D,"The lighthouse dispensary LLC","The lighthouse dispensary LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-05-29
DAAA-VKJF-K3OP,"best leaf one inc","GANJA CITY",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-03-16
DAAA-4KZH-MZTV,"RandD Green Rx Inc","The Greens of Central Oklahoma",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-03-07
DAAA-V1AS-DMBS,"BUDDY GREEN'S CANNABIS COMPANY LLC","BUDDY GREEN'S CANNABIS COMPANY LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-08-04
DAAA-N1GZ-WRDU,"Archipelago Operations LLC","Stash House",Dispensary,BETHANY,Oklahoma,2024-03-14
DAAA-4JR6-EDVY,"The Healing Hemp, LLC","The Healing Hemp",Dispensary,STILWELL,Adair,2022-09-25
DAAA-WEHI-LIAZ,"little town farms llc","Little Town Farms",Dispensary,TRYON,Lincoln,2022-11-23
DAAA-VJN1-MBQU,"Oklahoma Natural Cures 2, LLC","High Society Dispensary 2",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-13
DAAA-N1JS-XZWR,"Advanced Wellness and Dispensary, LLC","Advanced Wellness and Dispensary, LLC",Dispensary,MUSKOGEE,Muskogee,2024-02-08
DAAA-NWEE-KLPV,"Dream Road Inc","Pro-Med Dispensary",Dispensary,"BROKEN ARROW",Tulsa,2023-04-04
DAAA-CLIZ-QJFE,"Blind Faith LLC","Blind Faith LLC",Dispensary,CHICKASHA,Grady,2023-01-08
DAAA-V1WV-RCNF,"MJ Wellness LLC","The Honeypot Shop",Dispensary,NORMAN,Cleveland,2023-11-08
DAAA-AGFN-DULM,"807 East A Street L.L.C.","High Society Dispensary 5",Dispensary,Jenks,Tulsa,2023-11-06
DAAA-NUW9-DWZK,"Bodega Boyz 61st, LLC","Bodega Boyz 61st, LLC",Dispensary,TULSA,Tulsa,2024-01-02
DAAA-0OQJ-I2WY,"J&J MED CO LLC","J&J MED CO LLC",Dispensary,BARNSDALL,Osage,2023-03-29
DAAA-4JPF-KJHD,WEEDMEN,WEEDMEN,Dispensary,DURANT,Bryan,2023-08-04
DAAA-VKPA-EO5S,"Jim’s Medicinal Marijuana, LLC","MO AND RELLS KUSH CLUB LLC",Dispensary,IDABEL,McCurtain,2024-11-01
DAAA-4YQK-HQ5Z,"Hemp Station Dispensary LLC","Hemp Station Dispensary",Dispensary,"PONCA CITY",Osage,2023-10-23
DAAA-NYXB-2ZCB,"NEOK Pain Relief LLC","High Perior Dispensary",Dispensary,MUSKOGEE,Muskogee,2024-08-08
DAAA-VJYK-0W9W,"Mathews Enterprises Medical LLC","Lotus Gold El Reno",Dispensary,"EL RENO",Canadian,2023-09-13
DAAA-EAGM-XR7O,"Kesh 2 Lawton LLC","Mango Cannabis Lawton",Dispensary,LAWTON,Comanche,2023-09-15
DAAA-IENI-XLYC,"Medtime, LLC","MedTime LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-31
DAAA-GC6Z-L1MV,"powerhouse dispensary","powerhouse dispensary",Dispensary,MADILL,Marshall,2023-11-06
DAAA-SP4Q-EZIR,"Brandy M Myers","Medically Elevated Dispensary",Dispensary,DUNCAN,Stephens,2023-09-15
DAAA-VJMY-AVHZ,"Jake's Beyond Bud Inc.","Jake's Beyond Bud Inc.",Dispensary,TULSA,Tulsa,2024-05-31
DAAA-NPP4-LIM7,"Hometown Buds LLC","Hometown Buds LLC",Dispensary,DRUMRIGHT,Creek,2024-05-11
DAAA-R8WO-PDIC,"Liit Factory LLC","Liit Factory LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-03-14
DAAA-AUAJ-W6OR,"Twice Baked Edibles LLC","Green Plus",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-11
DAAA-RFSJ-6WIP,"Banana Leaf LLC","Banana Leaf Llc",Dispensary,"OKLAHOMA CITY",Cleveland,2024-02-01
DAAA-B1VG-ZWYI,"High Stakes MMJ Dispensary LLC","Big Worms Dispensary",Dispensary,Blackwell,Kay,2024-05-21
DAAA-BXQD-VFWP,"MEDICATED DISPENSARY LLC","MEDICATED DISPENSARY LLC",Dispensary,TULSA,Tulsa,2023-09-19
DAAA-EY3A-N6CG,"Cathey - Coghan Holdings LLC","What Dispensary?",Dispensary,WATONGA,Blaine,2024-04-25
DAAA-WAG2-5H0J,"LAKE STOP CANNABIS LLC","LAKE STOP CANNABIS LLC",Dispensary,KINGSTON,Marshall,2023-08-18
DAAA-4JJ0-CCUB,"The Treehouse 41 LLC","Treehouse Dispensary 41",Dispensary,MUSKOGEE,Muskogee,2023-08-08
DAAA-4J0A-AQNE,"Emerald Cut Cannabis Care Center LLC","Emerald Cut Cannabis Care Center LLC",Dispensary,POCOLA,"Le Flore",2024-05-22
DAAA-OGSC-DUML,"VIBE 420 DISPENSARY LLC","VIBE 420 DISPENSARY LLC",Dispensary,"WARR ACRES",Oklahoma,2023-07-18
DAAA-41BK-0GUL,"CROYBL17 Limited Liability Company","House of Bud",Dispensary,TULSA,Tulsa,2023-11-17
DAAA-XY2Z-UVPU,"iZen Rx, llc","iZen,Rx",Dispensary,"OKLAHOMA CITY",Cleveland,2024-04-06
DAAA-NY37-IDFC,"ELEVATE RX LLC","Elevate Rx LLC",Dispensary,DURANT,Bryan,2023-09-26
DAAA-N1JJ-WFNH,"Mr. Green LLC","Mr. Green LLC",Dispensary,Norman,Cleveland,2023-10-11
DAAA-ZCMY-PQHE,"Kush Kountry LLC","The Galactic Giraffe",Dispensary,VINITA,Craig,2024-01-02
DAAA-IYDY-FBJZ,"JCB Collective LLC","Okie OG Cannabis",Dispensary,TULSA,Tulsa,2024-02-01
DAAA-VYRZ-GPYB,"Okie MMJ and Transport Service LLC","Okie Medical - MMJ Dispensary",Dispensary,MUSKOGEE,Muskogee,2023-12-12
DAAA-JOHO-J1DU,"ReLeaf Medical Dispensary LLC","ReLeaf Medical Dispensary",Dispensary,TULSA,Tulsa,2024-01-14
DAAA-EJ0L-0A13,"Tulsa Tree House inc","TULSA TREE HOUSE INC",Dispensary,TULSA,Tulsa,2024-03-08
DAAA-41O2-5WGO,"Uncle John's Dispensary, LLC","Uncle John's Dispensary, LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-05-03
DAAA-EJCC-QANO,"Misi Rising Group, LLC","Greenhouse Cure",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-28
